"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 16, 2018","158.61","157.76","158.78","157.65","575.90K","0.46%"
"Feb 15, 2018","157.88","157.65","158.01","157.42","720.05K","-0.06%"
"Feb 14, 2018","157.98","158.25","158.38","157.65","782.15K","-0.08%"
"Feb 13, 2018","158.11","158.03","158.44","157.95","664.40K","0.09%"
"Feb 12, 2018","157.97","157.75","158.17","157.54","636.37K","-0.04%"
"Feb 09, 2018","158.04","158.05","158.65","157.70","920.81K","0.19%"
"Feb 08, 2018","157.74","157.92","158.23","157.26","1.16M","-0.31%"
"Feb 07, 2018","158.23","158.68","158.92","157.92","928.91K","-0.40%"
"Feb 06, 2018","158.86","158.96","159.24","158.48","1.27M","0.49%"
"Feb 05, 2018","158.09","157.67","159.30","157.62","871.67K","0.14%"
"Feb 02, 2018","157.87","158.17","158.36","157.71","1.03M","-0.46%"
"Feb 01, 2018","158.60","158.55","158.81","158.15","1.08M","-0.14%"
"Jan 31, 2018","158.82","158.96","159.33","158.50","917.38K","-0.06%"
"Jan 30, 2018","158.91","158.74","159.18","158.73","840.36K","0.13%"
"Jan 29, 2018","158.71","159.59","159.64","158.66","1.02M","-0.68%"
"Jan 26, 2018","159.79","160.15","160.36","159.74","751.02K","-0.16%"
"Jan 25, 2018","160.05","160.57","160.75","159.66","1.01M","-0.22%"
"Jan 24, 2018","160.40","160.85","160.85","160.32","675.76K","-0.25%"
"Jan 23, 2018","160.80","160.70","161.13","160.68","605.82K","0.04%"
"Jan 22, 2018","160.74","160.55","160.82","160.38","432.97K","0.05%"
"Jan 19, 2018","160.66","160.42","160.85","160.31","530.11K","0.05%"
"Jan 18, 2018","160.58","160.62","160.70","160.30","613.31K","-0.15%"
"Jan 17, 2018","160.82","160.78","160.97","160.65","514.18K","0.03%"
"Jan 16, 2018","160.77","160.46","160.97","160.41","632.57K","0.27%"
"Jan 15, 2018","160.34","160.59","160.76","160.30","328.10K","-0.02%"
"Jan 12, 2018","160.38","160.42","160.65","160.11","781.17K","0.04%"
"Jan 11, 2018","160.31","161.38","161.55","160.27","1.06M","-0.47%"
"Jan 10, 2018","161.07","161.00","161.37","160.91","870.62K","-0.14%"
"Jan 09, 2018","161.30","161.67","162.00","161.20","719.57K","-0.31%"
"Jan 08, 2018","161.80","161.64","162.04","161.39","454.69K","0.13%"
"Jan 05, 2018","161.59","161.70","161.87","161.50","467.09K","0.00%"
"Jan 04, 2018","161.59","161.44","161.75","161.26","640.61K","0.01%"
"Jan 03, 2018","161.58","161.26","161.82","161.20","604.24K","0.19%"
"Jan 02, 2018","161.28","161.78","161.78","161.18","485.60K","-0.25%"
